number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,is_urban,is_silver,is_peak_hour,demand_ratio,dynamic_price,static_revenue,dynamic_revenue
91,81,Rural,Gold,15,4.68,Evening,Premium,20,135.1772701347079,False,False,True,1.5073212747631353,178.4339965778144,12301.131582258418,16237.493688581111
31,18,Urban,Regular,46,4.86,Night,Economy,128,360.8585507409454,True,False,False,0.5134830716226065,409.2135965402322,11186.615072969307,12685.621492747197
94,67,Suburban,Silver,34,4.64,Night,Premium,64,231.3263184773236,False,True,False,1.5570131849201616,237.340802757734,21744.67393686842,22310.035459226994
83,18,Urban,Gold,12,4.98,Morning,Economy,81,286.409294385432,True,False,True,1.3748095143443981,396.9632820182089,23771.971433990857,32947.95240751134
34,9,Urban,Silver,65,4.69,Afternoon,Premium,107,508.7118174567975,True,True,False,0.563174981779633,608.9280454957867,17296.201793531116,20703.553546856747
32,6,Rural,Gold,75,4.47,Morning,Premium,154,721.7212691270341,False,False,True,0.5300470416749486,952.672075247685,23095.080612065092,30485.50640792592
22,7,Urban,Gold,15,3.53,Evening,Premium,180,552.2693747461685,True,False,True,0.3644073411515272,542.190458657051,12149.926244415707,11928.19009045512
49,20,Rural,Silver,52,4.74,Afternoon,Premium,162,510.62689141008207,False,True,False,0.8116345325647651,582.1146562074936,25020.71767909402,28523.618154167183
61,38,Urban,Silver,95,3.5,Night,Economy,164,415.9794524398186,True,True,False,1.010402173192871,448.1346641134166,25374.746598828933,27336.214510918413
21,9,Urban,Gold,48,4.4,Afternoon,Premium,152,660.0597080304599,True,False,False,0.34784337109918506,589.1032894171855,13861.253868639658,12371.169077760895
40,18,Urban,Silver,16,4.59,Afternoon,Premium,157,644.0445755475266,True,True,False,0.6625588020936858,770.9213569303893,25761.783021901065,30836.85427721557
22,6,Urban,Silver,82,4.3,Morning,Premium,172,710.884313751738,True,True,True,0.3644073411515272,663.0151412744804,15639.454902538235,14586.333108038569
34,11,Suburban,Gold,66,4.59,Morning,Economy,134,478.20015364109577,False,False,True,0.563174981779633,631.2242028062465,16258.805223797255,21461.62289541238
56,31,Rural,Silver,9,4.79,Afternoon,Premium,167,744.4180991800615,False,True,False,0.9275823229311602,848.6366330652701,41687.41355408345,47523.651451655125
93,36,Urban,Gold,60,4.63,Afternoon,Economy,111,478.7697584495512,True,False,False,1.5404492148678195,603.2498956464345,44525.58753580826,56102.24029511841
38,9,Suburban,Gold,57,4.26,Morning,Premium,16,104.0560727191975,False,False,True,0.6294308619890016,137.35401598934072,3954.130763329505,5219.452607594947
76,26,Suburban,Silver,74,4.18,Evening,Premium,159,486.1839276370279,False,True,True,1.258861723978003,609.6746452568331,36949.97850041412,46335.273039519314
47,24,Suburban,Silver,11,3.62,Night,Premium,148,657.0936874279021,False,True,False,0.7785065924600808,674.1781233010275,30883.403309111396,31686.371795148294
64,10,Urban,Silver,62,4.98,Evening,Economy,38,96.3007413779792,True,True,True,1.0600940833498973,126.79918617238522,6163.247448190668,8115.147915032654
56,10,Rural,Gold,28,3.8,Afternoon,Economy,144,609.9082747031204,False,False,False,0.9275823229311602,731.8899296437444,34154.86338337474,40985.83606004968
44,25,Rural,Silver,32,4.43,Night,Premium,154,502.1012063441772,False,True,False,0.7288146823030544,515.1558377091258,22092.453079143797,22666.856859201533
34,6,Rural,Regular,11,3.75,Morning,Economy,179,465.719058488387,False,False,True,0.563174981779633,614.749157204671,15834.44798860516,20901.471344958813
45,18,Suburban,Silver,70,3.84,Night,Economy,122,308.43591786214927,False,True,False,0.7453786523553966,316.4552517265651,13879.616303796716,14240.48632769543
31,7,Rural,Regular,22,4.88,Afternoon,Premium,172,806.0212701919081,False,False,False,0.5134830716226065,967.2255242302897,24986.65937594915,29983.99125113898
95,28,Rural,Regular,34,4.48,Evening,Economy,163,576.9675719994219,False,False,True,1.5735771549725037,761.5971950392369,54811.91933994508,72351.7335287275
82,59,Rural,Regular,39,3.5,Night,Premium,67,284.2944207006542,False,False,False,1.358245544292056,307.0379743567065,23312.142497453646,25177.113897249936
95,38,Urban,Silver,39,3.71,Afternoon,Premium,97,478.3662772118347,True,True,False,1.5735771549725037,572.6044338225662,45444.796335124294,54397.42121314379
27,12,Suburban,Silver,1,4.93,Evening,Economy,41,119.4823999754907,False,True,True,0.4472271914132379,106.1302417782296,3226.0247993382486,2865.516528012199
94,23,Suburban,Regular,71,4.15,Night,Premium,154,532.5097779421501,False,False,False,1.5570131849201616,575.1105601775221,50055.91912656211,54060.39265668707
66,15,Urban,Silver,88,4.21,Evening,Premium,65,291.9008795114952,True,True,True,1.0932220234545815,384.3458880527857,19265.458047758682,25366.828611483856
40,6,Rural,Gold,37,4.75,Afternoon,Premium,148,707.8553931548287,False,False,False,0.6625588020936858,849.4264717857944,28314.215726193146,33977.05887143178
56,27,Suburban,Silver,62,4.74,Evening,Premium,129,435.7154538108565,False,True,True,0.9275823229311602,546.3871790788141,24400.065413407963,30597.68202841359
54,6,Suburban,Gold,48,4.26,Morning,Economy,154,504.0841142440527,False,False,True,0.8944543828264758,665.3910308021497,27220.542169178847,35931.11566331608
46,15,Suburban,Silver,96,4.69,Morning,Premium,116,497.3770093020007,False,True,True,0.7619426224077387,623.710769664709,22879.342427892032,28690.695404576614
65,16,Suburban,Silver,82,3.62,Evening,Premium,146,460.8002858653508,False,True,True,1.0766580534022394,577.84355847515,29952.0185812478,37559.83130088475
96,48,Urban,Gold,11,4.19,Night,Economy,79,272.4960775620536,True,False,False,1.590141125024846,309.0105519553687,26159.623445957142,29665.012987715396
47,9,Suburban,Gold,88,4.06,Night,Economy,93,246.9535423209308,False,False,False,0.7785065924600808,266.7098257066053,11606.816489083749,12535.361808210448
20,7,Urban,Silver,55,4.43,Night,Economy,153,482.7422075016093,True,True,False,0.3312794010468429,368.3745442668843,9654.844150032186,7367.4908853376855
94,57,Suburban,Regular,13,4.04,Afternoon,Economy,60,205.495759583372,False,False,False,1.5570131849201616,246.5949115000464,19316.601400836968,23179.92168100436
52,30,Suburban,Silver,25,3.67,Night,Economy,142,531.6062153403296,False,True,False,0.8613264427217916,545.4279769391782,27643.52319769714,28362.254800837265
71,6,Suburban,Gold,48,4.05,Afternoon,Economy,157,550.9983736824666,False,False,False,1.1760418737162923,661.19804841896,39120.88453145513,46945.06143774615
46,8,Rural,Gold,39,3.97,Evening,Premium,123,396.9586997774456,False,False,True,0.7619426224077387,523.9854837062283,18260.100189762496,24103.3322504865
53,40,Urban,Regular,13,3.79,Night,Economy,118,318.2115758092651,True,False,False,0.8778904127741337,360.8519269677067,16865.21351789105,19125.152129288454
26,11,Urban,Regular,97,3.64,Morning,Economy,141,427.0550612068028,True,False,True,0.4306632213608958,419.2613063397787,11103.431591376873,10900.793964834245
100,46,Suburban,Gold,74,3.74,Afternoon,Economy,171,448.31285347772814,False,False,False,1.6563970052342145,537.9754241732737,44831.28534777281,53797.54241732737
74,38,Urban,Regular,95,5.0,Evening,Economy,167,455.4083398759809,True,False,True,1.2257337838733187,631.1959590681097,33700.21715082259,46708.500971040114
53,5,Rural,Gold,100,4.46,Night,Premium,33,179.17081970350634,False,False,False,0.8778904127741337,193.50448527978685,9496.053444285835,10255.737719828703
75,63,Urban,Gold,24,4.18,Afternoon,Economy,29,104.18588264010208,True,False,False,1.242297753925661,131.27421212652862,7813.941198007656,9845.565909489647
44,9,Suburban,Regular,54,4.2,Morning,Premium,13,91.67748868757226,False,False,True,0.7288146823030544,121.01428506759538,4033.8095022531797,5324.6285429741965
76,60,Suburban,Regular,81,3.6,Evening,Premium,72,264.08573637935564,False,False,True,1.258861723978003,348.5931720207495,20070.51596483103,26493.08107357696
88,18,Suburban,Silver,80,4.83,Evening,Economy,109,424.65693227127065,False,True,True,1.4576293646061087,532.5197930681734,37369.810039871816,46861.74178999926
54,35,Rural,Gold,95,4.98,Evening,Premium,61,218.9504185416184,False,False,True,0.8944543828264758,289.0145524749363,11823.322601247393,15606.78583364656
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,True,False,False,0.8116345325647651,312.6946203892709,12160.346348471647,15322.036399074274
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,True,True,False,0.41409925130855363,358.17355027524957,10560.918480768085,8954.33875688124
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,False,False,False,0.5963029218843172,336.6288908291587,10098.866724874762,12118.640069849713
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,False,True,True,0.6956867421983701,709.7432853130282,23771.30620665645,29809.217983147184
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,False,False,False,0.4803551315179222,633.5830479494257,24018.180902657965,18373.908390533346
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,True,True,True,0.8613264427217916,174.91938925344164,6908.03390383456,9095.808241178966
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,False,False,True,0.6128668919366593,113.74896038642596,3188.4178290134546,4208.71153429776
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,False,False,False,1.5073212747631353,654.4641675656877,49630.199373731324,59556.239248477585
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,False,True,True,0.4803551315179222,471.715807852778,15400.797554439134,13679.758427730563
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,False,False,False,1.026966143245213,130.32282775694208,6733.346100775341,8080.015320930409
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,True,False,False,1.142913933611608,582.9554355930959,31923.75004438382,40223.92505592362
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,False,True,False,0.5300470416749486,290.64422791243095,8158.43446771736,9300.61529319779
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,True,False,True,1.2919896640826873,375.6235536312574,21138.987866694137,29298.637183238076
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,False,True,True,0.8778904127741337,532.3084892938103,22497.886708590067,28212.34993257195
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,False,True,False,0.9938382031405287,173.02610661589642,9106.637190310339,10381.566396953785
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,True,False,True,1.6067050950771882,530.9418202838574,37158.265921741826,51501.35656753417
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,True,False,False,1.4410653945537666,110.88762964667038,8507.252009929738,9647.223779260323
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,False,True,False,1.2257337838733187,122.70351916005542,8849.961420900685,9080.0604178441
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,True,False,False,1.4907573047107932,159.48169106241056,11391.549361600753,14353.35219561695
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,False,False,False,0.34784337109918506,705.1042229016998,17420.221977571407,14807.188680935697
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,True,True,False,1.1594779036639502,451.1897760653165,29317.07446818171,31583.284324572156
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,False,False,True,0.6128668919366593,307.8412956344478,8628.884801874674,11390.127938474569
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,False,False,False,0.49691910157026437,536.3732264601575,21034.24417490814,16091.196793804726
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,True,False,True,1.0600940833498973,538.7793191068497,24878.698717776606,34481.87642283838
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,True,True,False,0.6625588020936858,569.4694769231903,21144.3229155552,22778.77907692761
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,True,False,False,0.4637911614655801,340.96930647459266,10697.076281555848,9547.140581288595
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,False,False,True,1.4079374544490824,775.2772688464438,49923.15746359676,65898.56785194772
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,True,False,False,1.5238852448154774,190.2169551192203,15432.063378278894,17499.95987096827
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,False,False,True,1.5404492148678195,402.38353911849765,28349.74934698506,37421.66913802028
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,False,False,False,0.5963029218843172,424.984917561237,12749.54752683711,15299.457032204533
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,False,False,False,1.5570131849201616,270.4971534890254,23543.270766637394,25426.732427968385
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,False,False,False,0.4472271914132379,420.9368114753394,13370.934011569607,11365.293909834165
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,False,False,True,1.4245014245014245,398.0438531983673,25933.1601326209,34231.77137505959
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,False,False,True,0.3644073411515272,404.887298235751,9526.75995848826,8907.520561186522
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,False,True,True,1.5735771549725037,842.0248959963569,63789.76484820886,79992.36511965391
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,True,True,False,1.6398330351818724,59.50680915500404,4921.615794774771,5891.1741063454
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,False,False,True,0.3644073411515272,381.6013349491791,8978.854939980683,8395.22936888194
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,False,True,True,1.6563970052342145,413.172576280238,32948.37131421355,41317.2576280238
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,False,True,True,1.010402173192871,480.68052649507456,23382.3860575754,29321.51211619955
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,False,False,False,0.5466110117272908,338.1136095259944,10331.24917996094,11157.749114357814
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,False,False,True,0.6459948320413437,932.830319384792,27560.89580000522,36380.38245600689
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,True,True,True,0.6128668919366593,187.78158157882052,5276.766551542765,6947.918518416359
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,False,True,False,1.5735771549725037,808.0575392025748,67338.12826688125,76765.4662242446
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,False,False,False,0.4637911614655801,504.10603033950883,16605.845705301468,14114.968849506247
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,True,False,False,1.0932220234545815,685.3707772797717,39889.30449776449,45234.47130046493
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,False,False,True,0.9938382031405287,132.34090676828708,6015.495762194868,7940.454406097225
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,False,False,False,1.5570131849201616,822.9135005772961,64461.55754522153,77353.86905426583
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,True,True,True,1.0435301132975552,587.7920133167092,28124.019775919103,37030.896838952685
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,False,True,False,0.6294308619890016,298.6767432062717,11062.101600232285,11349.716241838323
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,False,True,True,0.5797389518319751,242.82756192003785,6777.483785646989,8498.964667201324
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,False,False,True,1.3748095143443981,401.9744915389037,25275.668786158338,33363.882797729006
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,False,True,True,1.026966143245213,485.09100635163657,23983.765864275494,30075.642393801467
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,True,False,False,1.4576293646061087,261.76415229336124,20313.267550102104,23035.245401815788
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,False,True,True,1.126349963559266,418.72398354326214,22705.92574237785,28473.230880941825
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,True,False,True,1.3913734843967402,490.3803881645004,29720.023525121236,41191.952605818034
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,True,False,False,0.6625588020936858,332.4866842474574,11727.925370280682,13299.467369898295
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,True,False,False,1.5404492148678195,563.3246667431981,41578.72540247414,52389.194007117425
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,True,False,True,0.9441462929835023,810.6559945751948,33338.66644356862,46207.3916907861
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,False,False,True,1.1097859935069236,644.4071715222432,32708.54582726537,43175.28049199029
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,True,True,False,1.126349963559266,265.83213001063126,16779.527374661586,18076.584840722924
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,True,False,True,0.6294308619890016,432.6719981610424,11862.580036161333,16441.53593011961
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,True,True,True,0.8116345325647651,758.7893498321667,28237.774847555385,37180.678141776174
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,True,False,True,1.6232690651295303,528.6082106856225,37376.338129286436,51803.604647191
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,False,False,True,0.7785065924600808,717.7767355472424,25557.20194751545,33735.50657072039
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,True,False,True,0.4472271914132379,463.89886992676975,12758.104902493285,12525.269488022783
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,True,False,False,0.9772742330881866,324.39087211188036,16877.479236861498,19139.061454600942
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,True,False,True,0.9275823229311602,123.29328699610386,4981.546949337529,6904.424071781816
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,True,False,True,0.8281985026171073,896.7159125182835,32349.058893155972,44835.79562591418
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,True,False,False,1.5404492148678195,332.17656035763423,27241.993045202806,30892.420113259985
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,False,False,True,0.7619426224077387,522.4161977941474,18205.41295343241,24031.14509853078
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,False,True,True,0.9275823229311602,350.7184818516761,15662.069364987128,19640.23498369386
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,False,False,True,0.6128668919366593,254.10393021260145,7122.610165050192,9401.845417866254
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,True,False,False,1.4079374544490824,398.907512593312,29900.474929833792,33907.13857043152
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,True,False,True,0.4472271914132379,545.2658517528017,14995.852301834118,14722.177997325647
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,False,True,False,0.7288146823030544,405.65798912125433,17396.63890968342,17848.95152133519
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,False,False,False,1.242297753925661,313.8123681361489,19613.273008509306,23535.92761021117
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,True,False,True,0.34784337109918506,390.3092821030886,8348.861649263927,8196.494924164861
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,False,True,True,0.6956867421983701,922.036653669552,30881.610409984998,38725.539454121186
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,False,True,False,0.41409925130855363,210.36288168244604,7236.425238474238,5259.0720420611515
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,False,False,True,1.1097859935069236,128.93100180169864,6544.2250914498545,8638.377120713809
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,False,True,False,0.4803551315179222,159.45211669767312,5726.453726603741,4624.11138423252
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,True,False,False,1.6563970052342145,865.1085104524216,76288.22843495781,86510.85104524216
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,False,False,False,0.6128668919366593,614.93927125398,18960.62753033105,22752.75303639726
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,True,False,False,0.5134830716226065,549.3846553636931,15018.451778019831,17030.924316274486
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,False,True,False,0.8116345325647651,402.4409859821004,17297.902029055193,19719.60831312292
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,False,False,True,0.6956867421983701,712.44580642458,22668.730204418458,29922.723869832364
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,False,False,True,1.010402173192871,150.69602436568115,6963.982944171629,9192.45748630655
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,False,False,False,0.3975352812562115,398.8771552237027,12513.793105057339,9573.051725368865
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,False,False,True,0.3312794010468429,421.11266827749864,9007.757610213874,8422.253365549972
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,True,True,True,0.3644073411515272,77.12332543704613,1819.2145171645855,1696.713159615015
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,False,False,False,1.6232690651295303,41.48891133738877,3388.2610925534163,4065.9133110640996
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,True,True,False,0.49691910157026437,453.758864460714,16055.15663726542,13612.76593382142
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,True,False,True,0.5300470416749486,462.09401724195254,10668.837338919539,14787.008551742481
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,True,True,False,0.3644073411515272,137.23275546530647,3956.454037363661,3019.120620236742
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,True,True,False,1.026966143245213,260.69713898560906,15003.455506458522,16163.222617107762
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,True,False,False,0.8447624726694494,418.8773649837873,18838.40001249837,21362.745614173153
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,False,False,True,1.4079374544490824,929.676170576607,59865.51098409969,79022.47449901159
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,True,True,False,0.4637911614655801,356.34055238785754,13075.218067207248,9977.535466860012
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,False,True,True,1.5404492148678195,51.56654247814362,3824.312958905388,4795.688450467356
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,False,True,False,0.5963029218843172,414.5345745731265,14545.072792039527,14923.244684632555
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,False,False,True,1.3251176041873716,559.3558317405833,33900.35343882323,44748.46653924666
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,False,False,True,0.9938382031405287,218.75655444030818,9943.479747286736,13125.39326641849
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,True,True,True,1.6067050950771882,762.134121258436,56145.67461234016,73927.0097620683
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,False,True,False,0.8778904127741337,806.4923136269512,37494.81808967405,42744.09262222841
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,False,True,True,1.3085536341350295,680.6832045686821,42881.95626868092,53773.97316092588
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,True,True,False,0.7288146823030544,615.2461217607671,22615.563372993944,27070.82935747375
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,False,False,False,0.563174981779633,322.2240696098091,10144.091080308805,10955.618366733508
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,True,True,True,0.911018352878818,241.3118271342332,10079.859111705648,13272.150492382825
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,False,False,True,0.8116345325647651,618.1651345985899,22947.039087371897,30290.091595330905
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,False,False,False,1.1926058437686344,264.5980042063676,15875.880252382058,19051.056302858466
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,True,False,True,1.1926058437686344,368.60200854728924,19148.156288170867,26539.344615404825
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,False,False,False,1.6398330351818724,373.787324893933,30837.454303749473,37004.94516449937
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,False,False,True,0.34784337109918506,605.7376710506718,13604.803307020436,12720.491092064107
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,True,True,False,0.8281985026171073,459.5452279195073,19195.70709772378,22977.261395975365
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,False,True,True,1.010402173192871,699.6268969385218,34032.88733114022,42677.24071324983
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,False,True,False,0.3975352812562115,166.27749910370295,5491.104201567074,3990.659978488871
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,False,True,True,0.5134830716226065,298.1618521376198,7370.827285698735,9243.017416266213
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,False,False,False,0.5797389518319751,356.5048846231302,10398.059134841296,12477.670961809556
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,True,False,True,1.2257337838733187,1100.9318874337937,58779.91318189086,81468.95967010074
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,True,False,True,1.5570131849201616,781.4958188694959,53001.88093342901,73460.60697373262
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,False,True,False,0.7288146823030544,386.78726376624616,14928.631233083186,17018.63960571483
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476553705649,True,False,True,1.3913734843967402,345.04145034360295,20911.60305112745,28983.48182886265
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,False,False,True,0.4472271914132379,261.1162344223893,7540.254897758836,7050.138329404512
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,False,False,True,0.9772742330881866,191.4557546018952,8557.492061751376,11295.889521511817
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,True,False,False,1.358245544292056,274.2306346151349,19829.728428960367,22486.91203844106
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,True,False,True,0.3975352812562115,422.7512249210034,10334.63651449359,10146.029398104081
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,False,False,False,1.3913734843967402,237.59320334461074,18479.471371247502,19957.829080947304
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,False,False,True,0.8613264427217916,484.0813014026663,19069.869449195947,25172.22767293865
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,False,True,True,0.6294308619890016,447.5292789146827,13561.493300444932,17006.112598757943
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714772887345,True,False,False,0.4306632213608958,394.0132934801955,11478.258409507096,10244.345630485082
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431447581205,False,False,True,1.010402173192871,303.78895108071913,14038.731830245351,18531.126015923866
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198003545,False,False,False,1.4410653945537666,190.67037604253997,13823.602263084149,16588.32271570098
