number_of_riders,number_of_drivers,location_category,customer_loyalty_status,number_of_past_rides,average_ratings,time_of_booking,vehicle_type,expected_ride_duration,historical_cost_of_ride,Predicted_XGB_Tuned,Predicted_LGB_Tuned,Static_Revenue,Dynamic_Revenue_XGB,Dynamic_Revenue_LGB
49,30,Urban,Regular,7,3.97,Afternoon,Premium,77,248.1703336422785,301.78262,296.36974599500644,248.1703336422785,301.78262,296.36974599500644
25,8,Urban,Silver,11,4.0,Afternoon,Economy,109,422.4367392307234,359.86234,353.12120269851334,422.4367392307234,359.86234,353.12120269851334
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240756909656,303.62057,303.83973999326446,280.5240756909656,303.62057,303.83973999326446
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811108678,476.8385,500.68578544830444,565.9834811108678,476.8385,500.68578544830444
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131345744126,738.30493,736.8391536155038,828.2131345744126,738.30493,736.8391536155038
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.84680584297232,165.44704,140.98499869880135,132.84680584297232,165.44704,140.98499869880135
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345483820148,90.51259,81.5903449115754,86.17345483820148,90.51259,81.5903449115754
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063047398,563.0775,549.8176637864289,545.3868063047398,563.0775,549.8176637864289
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846358322,496.87778,491.75944012925675,531.0619846358322,496.87778,491.75944012925675
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023564641184,119.86531,103.67236850403852,108.6023564641184,119.86531,103.67236850403852
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.66304412150464,408.25912,430.5381777321342,462.66304412150464,408.25912,430.5381777321342
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771161675,316.54428,307.7179409899925,254.9510771161675,316.54428,307.7179409899925
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.0126649576171,269.99838,272.5900952923162,271.0126649576171,269.99838,272.5900952923162
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.48842846396354,527.246,505.43502296804,424.48842846396354,527.246,505.43502296804
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.77728650517233,185.30138,183.14422242614708,151.77728650517233,185.30138,183.14422242614708
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064097095,361.19583,382.9796620338648,383.0749064097095,361.19583,382.9796620338648
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586126137,129.46062,131.14552548128626,97.78450586126137,129.46062,131.14552548128626
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.59407325541466,119.42607,121.81232940827566,119.59407325541466,119.42607,121.81232940827566
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.57277068445282,131.36383,134.60546837409254,126.57277068445282,131.36383,134.60546837409254
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343798843528,731.8733,736.7620878418586,829.5343798843528,731.8733,736.7620878418586
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.815349545453,429.68832,421.9175503819172,418.815349545453,429.68832,421.9175503819172
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.21310275336955,204.91217,214.0095990845121,233.21310275336955,204.91217,214.0095990845121
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.141472496938,599.8309,645.7031183000242,701.141472496938,599.8309,645.7031183000242
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.72966746525947,417.36185,404.8584749870814,388.72966746525947,417.36185,404.8584749870814
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.60807288888,635.0504,690.1978442326816,528.60807288888,635.0504,690.1978442326816
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.03843862699455,396.9341,391.9213913466996,382.03843862699455,396.9341,391.9213913466996
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.331264277609,574.4638,588.7741175030197,587.331264277609,574.4638,588.7741175030197
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193291184,170.77296,175.6488731081331,167.7398193291184,170.77296,175.6488731081331
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360144837103,335.11737,304.329604850953,304.8360144837103,335.11737,304.329604850953
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.1540979676975,402.48962,390.45483420087197,354.1540979676975,402.48962,390.45483420087197
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273046531,205.07603,200.5676766558354,250.4603273046531,205.07603,200.5676766558354
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782062817,531.87885,510.5654986207123,495.2197782062817,531.87885,510.5654986207123
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736351267,294.557,307.01834448800025,301.5483736351267,294.557,307.01834448800025
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.03454356764814,394.95773,425.94264532133104,433.03454356764814,394.95773,425.94264532133104
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089285143,574.78094,565.0447150736646,671.4712089285143,574.78094,565.0447150736646
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329085631081,65.72515,50.13416950090258,49.71329085631081,65.72515,50.13416950090258
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.129769999122,407.76138,417.4130992399685,408.129769999122,407.76138,417.4130992399685
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131421355,380.34464,378.57545043688907,329.4837131421355,380.34464,378.57545043688907
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042225475,342.18762,364.93826937667217,383.3178042225475,342.18762,364.93826937667217
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.06815696851334,345.01328,319.2029982297538,313.06815696851334,345.01328,319.2029982297538
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896358975697,605.2078,609.3182777578357,706.6896358975697,605.2078,609.3182777578357
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122038585,134.55373,135.2644595892635,142.6153122038585,134.55373,135.2644595892635
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028092762,634.92535,670.9995334520086,708.8224028092762,634.92535,670.9995334520086
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918046481,575.58044,551.3357779891707,593.065918046481,575.58044,551.3357779891707
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834014812801,503.33127,545.7740261925663,604.3834014812801,503.33127,545.7740261925663
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627032478,101.18219,96.49825763774822,100.2582627032478,101.18219,96.49825763774822
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612504810801,635.2091,650.5173797635433,685.7612504810801,635.2091,650.5173797635433
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.41301231617626,496.8258,488.636268730299,446.41301231617626,496.8258,488.636268730299
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.107936848218,290.8608,282.14230337829093,291.107936848218,290.8608,282.14230337829093
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.64239387562827,184.432,177.10123222868168,193.64239387562827,184.432,177.10123222868168
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52612995371493,358.4536,331.60757022620425,304.52612995371493,358.4536,331.60757022620425
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.834933294766,350.42935,348.2405727084131,386.834933294766,350.42935,348.2405727084131
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.83258579661484,303.09058,274.38596500907965,230.83258579661484,303.09058,274.38596500907965
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106726820272,318.10538,322.3506733584539,333.9106726820272,318.10538,322.3506733584539
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098038704909,374.9622,358.25646351588284,353.8098038704909,374.9622,358.25646351588284
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.19813425701705,298.00168,297.7066165846841,293.19813425701705,298.00168,297.7066165846841
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.083068843808,505.94733,463.4205243203773,447.083068843808,505.94733,463.4205243203773
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888884974888,562.0576,560.3475535017266,584.888884974888,562.0576,560.3475535017266
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872511532145,556.71954,522.1409227409541,488.1872511532145,556.71954,522.1409227409541
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555097292,265.43716,295.7006118452567,246.7577555097292,265.43716,295.7006118452567
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588463509,407.00015,388.59029685047324,312.1731588463509,407.00015,388.59029685047324
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.281119337865,651.5551,637.0852645301569,576.281119337865,651.5551,637.0852645301569
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.391205400882,377.30368,376.10807118245395,381.391205400882,377.30368,376.10807118245395
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542024564,453.5566,452.00932066387287,543.7702542024564,453.5566,452.00932066387287
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224037960476,480.43335,459.49286188538434,472.5224037960476,480.43335,459.49286188538434
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.05897011629656,336.29663,309.26079940631655,286.05897011629656,336.29663,309.26079940631655
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552388446,99.99462,91.08216421460888,88.95619552388446,99.99462,91.08216421460888
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811778631195,521.7636,574.2438757383844,646.9811778631195,521.7636,574.2438757383844
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564000302,271.32663,268.0241184771718,292.9246564000302,271.32663,268.0241184771718
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.769846813748,380.16614,386.88811850816177,395.769846813748,380.16614,386.88811850816177
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798100890559,332.53433,301.6816343870366,279.6798100890559,332.53433,301.6816343870366
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.50297743378897,174.96298,175.98712255654485,192.50297743378897,174.96298,175.98712255654485
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.77029329216225,358.8214,353.3689015777499,351.77029329216225,358.8214,353.3689015777499
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371049674,417.60223,409.728499582858,555.4019371049674,417.60223,409.728499582858
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.3781570382596,402.5444,397.1864394219128,395.3781570382596,402.5444,397.1864394219128
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103067801241,265.8241,261.6082062993232,261.5103067801241,265.8241,261.6082062993232
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404411393,370.98993,373.78529845515567,397.5648404411393,370.98993,373.78529845515567
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383329761,640.53485,711.2270045819674,735.2764383329761,640.53485,711.2270045819674
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095389695,355.37332,345.91137551745675,289.4570095389695,355.37332,345.91137551745675
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.6750013649232,136.9775,119.59233173714128,97.6750013649232,136.9775,119.59233173714128
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.46392160702555,184.75638,182.60946586434255,197.46392160702555,184.75638,182.60946586434255
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843495781,598.7898,627.7773581964689,762.8822843495781,598.7898,627.7773581964689
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.44939271165,463.45752,466.4669640975095,512.44939271165,463.45752,466.4669640975095
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661863877365,418.34323,443.8180231633268,484.4661863877365,418.34323,443.8180231633268
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.01840875622844,339.24222,346.14517530217444,353.01840875622844,339.24222,346.14517530217444
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715337728,534.0616,539.4175297290408,539.7316715337728,534.0616,539.4175297290408
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.16365482248573,112.93291,114.7262061740428,114.16365482248573,112.93291,114.7262061740428
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.4080460440558,544.4125,524.5294041029699,521.4080460440558,544.4125,524.5294041029699
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805106937,453.9315,459.58098801187816,450.3878805106937,453.9315,459.58098801187816
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896202661,100.129776,104.58912008499674,82.69156896202661,100.129776,104.58912008499674
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278115731,63.651966,61.134643687958445,34.57409278115731,63.651966,61.134643687958445
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879088473,549.0319,543.8908807109314,535.1718879088473,549.0319,543.8908807109314
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668412356,412.7932,400.3684752325159,333.4011668412356,412.7932,400.3684752325159
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388198801664,194.49826,195.38473147959627,179.8388198801664,194.49826,195.38473147959627
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178461052,267.09827,256.1562236233023,241.9912178461052,267.09827,256.1562236233023
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924019288,323.40524,348.31490416133425,369.3803924019288,323.40524,348.31490416133425
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292247022,692.6002,698.7100125468953,704.3001292247022,692.6002,698.7100125468953
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738288303,398.14322,381.2015997553758,466.9720738288303,398.14322,381.2015997553758
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164471941277,87.283134,94.39063787141183,41.12164471941277,87.283134,94.39063787141183
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.02979977887577,453.17734,415.5076683894421,404.02979977887577,453.17734,415.5076683894421
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.75441798529033,481.8932,457.39652801773883,423.75441798529033,481.8932,457.39652801773883
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.72466245477892,210.70525,200.98089801212652,165.72466245477892,210.70525,200.98089801212652
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213877560842,596.12854,592.3763360670936,578.8213877560842,596.12854,592.3763360670936
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979183783,593.809,644.0956332466648,707.4493979183783,593.809,644.0956332466648
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.8095730212775,496.11966,534.1773121218046,542.8095730212775,496.11966,534.1773121218046
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900766589533,502.89584,528.010320895637,513.9900766589533,502.89584,528.010320895637
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.3556200090825,255.68887,238.06208503948804,298.3556200090825,255.68887,238.06208503948804
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701656673754,223.79205,212.51839859290735,183.2701656673754,223.79205,212.51839859290735
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069201504469,590.4702,539.5719544702798,468.3069201504469,590.4702,539.5719544702798
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368386397,251.7704,228.54249199119488,220.4983368386397,251.7704,228.54249199119488
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.94661511348426,288.0971,284.6091691978462,265.94661511348426,288.0971,284.6091691978462
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374116108,331.30402,341.4823871349101,311.4894374116108,331.30402,341.4823871349101
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765247827,596.3255,612.1666572465593,647.8477765247827,596.3255,612.1666572465593
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.9141419544756,396.26236,417.6414849603819,383.9141419544756,396.26236,417.6414849603819
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.916185756397,474.8612,516.8590214622745,557.916185756397,474.8612,516.8590214622745
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960083986281,314.67215,295.67892168250654,228.7960083986281,314.67215,295.67892168250654
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.76862211931405,253.93031,257.696089302721,237.76862211931405,253.93031,257.696089302721
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874038526085,389.80392,353.75328167447486,297.0874038526085,389.80392,353.75328167447486
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511066332,662.3998,687.556976779818,794.3231511066332,662.3998,687.556976779818
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497971641384,534.06836,545.1712876095968,563.8497971641384,534.06836,545.1712876095968
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870734791633,400.2688,371.7470581047938,339.2870734791633,400.2688,371.7470581047938
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476553705649,289.99796,294.21484959515436,248.9476553705649,289.99796,294.21484959515436
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999169939,237.92291,253.31773651254642,279.2686999169939,237.92291,253.31773651254642
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.04223833476908,134.12961,136.9868930614542,145.04223833476908,134.12961,136.9868930614542
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259564507362,216.53842,227.11180248314696,241.8259564507362,216.53842,227.11180248314696
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.60985477056624,395.95728,422.84779363654116,430.60985477056624,395.95728,422.84779363654116
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.99370680056552,281.91547,266.58187139258246,219.99370680056552,281.91547,266.58187139258246
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586383836,360.4536,353.489201074108,366.7282586383836,360.4536,353.489201074108
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026432877,383.00723,400.256330637024,356.8814026432877,383.00723,400.256330637024
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714772887345,440.81406,431.3149216553611,441.4714772887345,440.81406,431.3149216553611
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431447581205,216.24213,217.18826716063145,230.1431447581205,216.24213,217.18826716063145
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198003545,195.80103,206.76153578018406,158.89198003545,195.80103,206.76153578018406
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242115463,700.43866,697.9025248962201,766.9193242115463,700.43866,697.9025248962201
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822330101,533.5007,504.88011629855686,466.7229822330101,533.5007,504.88011629855686
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.50662384935427,279.11676,261.6943531368273,233.50662384935427,279.11676,261.6943531368273
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037337805616,119.99668,110.79298235610247,104.1037337805616,119.99668,110.79298235610247
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819209958,52.98202,46.444933908102456,38.33576819209958,52.98202,46.444933908102456
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167600703148,689.5569,720.2411582290086,761.0167600703148,689.5569,720.2411582290086
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625062809567,301.54855,333.0927162408564,284.8625062809567,301.54855,333.0927162408564
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.06019585156733,222.71956,222.11471287527962,216.06019585156733,222.71956,222.11471287527962
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.37370119886104,57.886974,48.42358135941509,39.37370119886104,57.886974,48.42358135941509
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019342959,483.95743,481.66372824732827,471.7821019342959,483.95743,481.66372824732827
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730024657942,560.818,530.0716948016756,508.6730024657942,560.818,530.0716948016756
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851081754354,89.64337,81.34068684942642,95.11851081754354,89.64337,81.34068684942642
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444900755255,646.6663,686.0916470574073,735.1444900755255,646.6663,686.0916470574073
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.60307303079816,426.18344,406.92127875617825,456.60307303079816,426.18344,406.92127875617825
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.24187517858556,123.65146,121.1848540854916,122.24187517858556,123.65146,121.1848540854916
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406236374,526.47363,574.6548180034906,599.8171406236374,526.47363,574.6548180034906
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068324803,507.61035,485.0675271862544,438.5186068324803,507.61035,485.0675271862544
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392078827,563.40546,551.5212553759869,516.1330392078827,563.40546,551.5212553759869
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831040703401,355.51108,362.3862038159193,397.4831040703401,355.51108,362.3862038159193
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400260939533,289.63138,301.7478224346005,317.8400260939533,289.63138,301.7478224346005
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.78364034759613,439.95737,441.8891782667389,330.78364034759613,439.95737,441.8891782667389
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378180009,676.29,712.2994273377965,743.3166378180009,676.29,712.2994273377965
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773124912,262.07294,277.3509755365269,274.1712773124912,262.07294,277.3509755365269
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929220183,416.34775,394.8457455467215,462.4075929220183,416.34775,394.8457455467215
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632142761,535.08014,536.5906121118464,533.0802632142761,535.08014,536.5906121118464
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178421949143,176.20485,158.49301594649373,143.2178421949143,176.20485,158.49301594649373
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425421428,587.24976,604.0304834085357,574.9456425421428,587.24976,604.0304834085357
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.741761640662,271.91492,247.50374797794967,215.741761640662,271.91492,247.50374797794967
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299495176,125.570015,125.1615362106248,129.7685299495176,125.570015,125.1615362106248
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007657787772,368.68796,366.65703100388305,321.0007657787772,368.68796,366.65703100388305
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.59277503910292,174.90009,169.96648034800333,172.59277503910292,174.90009,169.96648034800333
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.20978516158993,367.2108,416.9886120750725,455.20978516158993,367.2108,416.9886120750725
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397440906976,216.1729,205.27107695718,199.8397440906976,216.1729,205.27107695718
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970650985199,367.2274,320.605650629412,281.0970650985199,367.2274,320.605650629412
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.54800185803066,462.756,446.8588115212568,413.54800185803066,462.756,446.8588115212568
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.09432585149492,127.47228,121.98718000646546,134.09432585149492,127.47228,121.98718000646546
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.50396161301137,374.741,375.1420997384295,378.50396161301137,374.741,375.1420997384295
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.05358553352147,151.78795,158.66463391374555,162.05358553352147,151.78795,158.66463391374555
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161277813304,549.75574,543.0096204084526,513.1161277813304,549.75574,543.0096204084526
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385554813678,322.2369,309.902357701701,308.6385554813678,322.2369,309.902357701701
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.08854651007988,237.16591,222.38006273527907,239.08854651007988,237.16591,222.38006273527907
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650160715976,611.2641,631.968644016502,562.1650160715976,611.2641,631.968644016502
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198948894929,477.01266,480.40788884254306,467.0198948894929,477.01266,480.40788884254306
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.43334173812747,275.9797,306.8310161586719,327.43334173812747,275.9797,306.8310161586719
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161256213,373.345,362.4914998747319,332.0936161256213,373.345,362.4914998747319
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853188522962,428.78076,449.82320876202004,457.0853188522962,428.78076,449.82320876202004
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271192283,574.25854,589.710222341023,552.8162271192283,574.25854,589.710222341023
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521288708149,338.48657,314.44081412287716,281.0521288708149,338.48657,314.44081412287716
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.3451530321269,335.51666,311.5599669364091,288.3451530321269,335.51666,311.5599669364091
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.8242060496077,577.7519,605.622004838443,666.8242060496077,577.7519,605.622004838443
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192372930386,419.43765,412.3856953179293,436.0192372930386,419.43765,412.3856953179293
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.22030676592635,232.93431,238.94383401142858,248.22030676592635,232.93431,238.94383401142858
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.2338839519256,538.1077,520.9966059072294,493.2338839519256,538.1077,520.9966059072294
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110820764234,266.09946,267.969989965459,291.5110820764234,266.09946,267.969989965459
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606514814432,486.1609,482.8101439170017,459.0606514814432,486.1609,482.8101439170017
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824371426,631.09265,608.0418078861032,603.9358824371426,631.09265,608.0418078861032
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622268877,636.49677,612.2134035818883,502.6040622268877,636.49677,612.2134035818883
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832688768996,94.513695,79.05997736248744,74.78832688768996,94.513695,79.05997736248744
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.23081147979764,112.76782,107.67148088151185,126.23081147979764,112.76782,107.67148088151185
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.94237960548924,328.77286,350.6806645911663,319.94237960548924,328.77286,350.6806645911663
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.61291922267668,327.63013,380.17336207312815,207.61291922267668,327.63013,380.17336207312815
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.74417790488224,333.7359,306.5176366605369,304.74417790488224,333.7359,306.5176366605369
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793191911,531.1515,521.5591399054576,481.7658793191911,531.1515,521.5591399054576
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.3353748167845,92.97113,80.08525871850718,83.3353748167845,92.97113,80.08525871850718
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022177532,450.47888,465.05614780251915,513.6451022177532,450.47888,465.05614780251915
