Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,static_price,duration_factor,loyalty_factor,past_rides_factor,location_factor,baseline_price,historical_price,baseline_revenue,historical_revenue
22,6,2,2,82,4.3,2,1,172,710.884313751738,200,86.0,0.9,0.918,1.2,283.55184,710.884313751738,283.55184,710.884313751738
34,11,1,0,66,4.59,2,0,134,478.20015364109577,200,67.0,1.0,0.9339999999999999,1.1,274.3158,478.20015364109577,274.3158,478.20015364109577
56,31,0,2,9,4.79,0,1,167,744.4180991800615,200,83.5,0.9,0.991,1.0,252.85365000000002,744.4180991800615,252.85365000000002,744.4180991800615
93,36,2,0,60,4.63,0,0,111,478.7697584495512,200,55.5,1.0,0.94,1.2,288.20399999999995,478.7697584495512,288.20399999999995,478.7697584495512
38,9,1,0,57,4.26,2,1,16,104.0560727191975,200,8.0,1.0,0.943,1.1,215.7584,104.0560727191975,215.7584,104.0560727191975
76,26,1,2,74,4.18,1,1,159,486.1839276370279,200,79.5,0.9,0.926,1.1,256.22883,486.1839276370279,256.22883,486.1839276370279
47,24,1,2,11,3.62,3,1,148,657.0936874279021,200,74.0,0.9,0.989,1.1,268.27614,657.0936874279021,268.27614,657.0936874279021
64,10,2,2,62,4.98,1,0,38,96.3007413779792,200,19.0,0.9,0.938,1.2,221.85575999999998,96.3007413779792,221.85575999999998,96.3007413779792
56,10,0,0,28,3.8,0,0,144,609.9082747031204,200,72.0,1.0,0.972,1.0,264.384,609.9082747031204,264.384,609.9082747031204
44,25,0,2,32,4.43,3,1,154,502.1012063441772,200,77.0,0.9,0.968,1.0,241.32240000000002,502.1012063441772,241.32240000000002,502.1012063441772
34,6,0,1,11,3.75,2,0,179,465.719058488387,200,89.5,0.95,0.989,1.0,271.99972499999996,465.719058488387,271.99972499999996,465.719058488387
45,18,1,2,70,3.84,3,0,122,308.43591786214927,200,61.0,0.9,0.9299999999999999,1.1,240.30270000000002,308.43591786214927,240.30270000000002,308.43591786214927
31,7,0,1,22,4.88,0,1,172,806.0212701919081,200,86.0,0.95,0.978,1.0,265.7226,806.0212701919081,265.7226,806.0212701919081
95,28,0,1,34,4.48,1,0,163,576.9675719994219,200,81.5,0.95,0.966,1.0,258.33255,576.9675719994219,258.33255,576.9675719994219
82,59,0,1,39,3.5,3,1,67,284.2944207006542,200,33.5,0.95,0.961,1.0,213.173825,284.2944207006542,213.173825,284.2944207006542
95,38,2,2,39,3.71,0,1,97,478.3662772118347,200,48.5,0.9,0.961,1.2,257.91318,478.3662772118347,257.91318,478.3662772118347
27,12,1,2,1,4.93,1,0,41,119.4823999754907,200,20.5,0.9,0.999,1.1,218.07670500000003,119.4823999754907,218.07670500000003,119.4823999754907
94,23,1,1,71,4.15,3,1,154,532.5097779421501,200,77.0,0.95,0.929,1.1,268.91298500000005,532.5097779421501,268.91298500000005,532.5097779421501
66,15,2,2,88,4.21,1,1,65,291.9008795114952,200,32.5,0.9,0.912,1.2,229.00320000000002,291.9008795114952,229.00320000000002,291.9008795114952
40,6,0,0,37,4.75,0,1,148,707.8553931548287,200,74.0,1.0,0.963,1.0,263.86199999999997,707.8553931548287,263.86199999999997,707.8553931548287
56,27,1,2,62,4.74,1,1,129,435.7154538108565,200,64.5,0.9,0.938,1.1,245.61999,435.7154538108565,245.61999,435.7154538108565
54,6,1,0,48,4.26,2,0,154,504.0841142440527,200,77.0,1.0,0.952,1.1,290.0744,504.0841142440527,290.0744,504.0841142440527
46,15,1,2,96,4.69,2,1,116,497.3770093020007,200,58.0,0.9,0.904,1.1,230.89968000000005,497.3770093020007,230.89968000000005,497.3770093020007
65,16,1,2,82,3.62,1,1,146,460.8002858653508,200,73.0,0.9,0.918,1.1,248.10786000000004,460.8002858653508,248.10786000000004,460.8002858653508
96,48,2,0,11,4.19,3,0,79,272.4960775620536,200,39.5,1.0,0.989,1.2,284.23859999999996,272.4960775620536,284.23859999999996,272.4960775620536
47,9,1,0,88,4.06,3,0,93,246.9535423209308,200,46.5,1.0,0.912,1.1,247.28880000000004,246.9535423209308,247.28880000000004,246.9535423209308
20,7,2,2,55,4.43,3,0,153,482.7422075016093,200,76.5,0.9,0.945,1.2,282.19589999999994,482.7422075016093,282.19589999999994,482.7422075016093
94,57,1,1,13,4.04,0,0,60,205.495759583372,200,30.0,0.95,0.987,1.1,237.22545000000002,205.495759583372,237.22545000000002,205.495759583372
52,30,1,2,25,3.67,3,0,142,531.6062153403296,200,71.0,0.9,0.975,1.1,261.58275000000003,531.6062153403296,261.58275000000003,531.6062153403296
71,6,1,0,48,4.05,0,0,157,550.9983736824666,200,78.5,1.0,0.952,1.1,291.64520000000005,550.9983736824666,291.64520000000005,550.9983736824666
46,8,0,0,39,3.97,1,1,123,396.9586997774456,200,61.5,1.0,0.961,1.0,251.3015,396.9586997774456,251.3015,396.9586997774456
53,40,2,1,13,3.79,3,0,118,318.2115758092651,200,59.0,0.95,0.987,1.2,291.42161999999996,318.2115758092651,291.42161999999996,318.2115758092651
26,11,2,1,97,3.64,2,0,141,427.0550612068028,200,70.5,0.95,0.903,1.2,278.45811,427.0550612068028,278.45811,427.0550612068028
100,46,1,0,74,3.74,0,0,171,448.31285347772814,200,85.5,1.0,0.926,1.1,290.81030000000004,448.31285347772814,290.81030000000004,448.31285347772814
74,38,2,1,95,5.0,1,0,167,455.4083398759809,200,83.5,0.95,0.905,1.2,292.48695,455.4083398759809,292.48695,455.4083398759809
53,5,0,0,100,4.46,3,1,33,179.17081970350634,200,16.5,1.0,0.9,1.0,194.85,179.17081970350634,194.85,179.17081970350634
75,63,2,0,24,4.18,0,0,29,104.18588264010208,200,14.5,1.0,0.976,1.2,251.2224,104.18588264010208,251.2224,104.18588264010208
44,9,1,1,54,4.2,2,1,13,91.67748868757226,200,6.5,0.95,0.946,1.1,204.13970499999996,91.67748868757226,204.13970499999996,91.67748868757226
76,60,1,1,81,3.6,1,1,72,264.08573637935564,200,36.0,0.95,0.919,1.1,226.64378,264.08573637935564,226.64378,264.08573637935564
88,18,1,2,80,4.83,1,0,109,424.65693227127065,200,54.5,0.9,0.92,1.1,231.79860000000005,424.65693227127065,231.79860000000005,424.65693227127065
54,35,0,0,95,4.98,1,1,61,218.9504185416184,200,30.5,1.0,0.905,1.0,208.6025,218.9504185416184,208.6025,218.9504185416184
49,30,2,1,7,3.97,0,1,77,248.1703336422785,200,38.5,0.95,0.993,1.2,269.98677,248.1703336422785,269.98677,248.1703336422785
25,8,2,2,11,4.0,0,0,109,422.4367392307234,200,54.5,0.9,0.989,1.2,271.83654,422.4367392307234,271.83654,422.4367392307234
36,18,1,0,15,4.21,0,0,86,280.5240756909656,200,43.0,1.0,0.985,1.1,263.2905,280.5240756909656,263.2905,280.5240756909656
42,25,1,2,44,4.99,2,1,122,565.9834811108678,200,61.0,0.9,0.956,1.1,247.02084000000002,565.9834811108678,247.02084000000002,565.9834811108678
29,14,0,0,2,4.69,3,1,180,828.2131345744126,200,90.0,1.0,0.998,1.0,289.42,828.2131345744126,289.42,828.2131345744126
52,16,2,2,63,4.13,2,0,49,132.84680584297232,200,24.5,0.9,0.937,1.2,227.18502000000004,132.84680584297232,227.18502000000004,132.84680584297232
37,6,0,0,59,4.73,1,0,20,86.17345483820148,200,10.0,1.0,0.941,1.0,197.60999999999999,86.17345483820148,197.60999999999999,86.17345483820148
91,17,0,0,21,4.84,0,1,149,545.3868063047398,200,74.5,1.0,0.979,1.0,268.7355,545.3868063047398,268.7355,545.3868063047398
29,8,0,2,79,4.26,2,1,133,531.0619846358322,200,66.5,0.9,0.921,1.0,220.90185,531.0619846358322,220.90185,531.0619846358322
62,45,0,1,87,4.74,0,1,20,108.6023564641184,200,10.0,0.95,0.913,1.0,182.14350000000002,108.6023564641184,182.14350000000002,108.6023564641184
69,7,2,1,51,4.56,0,1,103,462.66304412150464,200,51.5,0.95,0.949,1.2,272.0877899999999,462.66304412150464,272.0877899999999,462.66304412150464
32,14,1,2,80,3.56,0,1,80,254.9510771161675,200,40.0,0.9,0.92,1.1,218.592,254.9510771161675,218.592,254.9510771161675
78,31,2,0,6,3.78,1,1,64,271.0126649576171,200,32.0,1.0,0.994,1.2,276.7296,271.0126649576171,276.7296,271.0126649576171
53,10,0,2,10,3.58,1,0,168,424.48842846396354,200,84.0,0.9,0.99,1.0,253.04399999999998,424.48842846396354,253.04399999999998,424.48842846396354
60,50,1,2,54,4.57,0,1,38,151.77728650517233,200,19.0,0.9,0.946,1.1,205.10226,151.77728650517233,205.10226,151.77728650517233
97,58,2,0,1,4.11,2,1,83,383.0749064097095,200,41.5,1.0,0.999,1.2,289.5102,383.0749064097095,289.5102,383.0749064097095
87,77,2,0,12,3.56,3,1,11,97.78450586126137,200,5.5,1.0,0.988,1.2,243.64079999999998,97.78450586126137,243.64079999999998,97.78450586126137
74,20,0,2,68,4.36,3,0,32,119.59407325541466,200,16.0,0.9,0.9319999999999999,1.0,181.1808,119.59407325541466,181.1808,119.59407325541466
90,58,2,0,1,4.7,0,1,21,126.57277068445282,200,10.5,1.0,0.999,1.2,252.3474,126.57277068445282,252.3474,126.57277068445282
21,8,0,1,69,4.24,0,1,176,829.5343798843528,200,88.0,0.95,0.931,1.0,254.7216,829.5343798843528,254.7216,829.5343798843528
70,35,2,2,35,4.9,3,1,108,418.815349545453,200,54.0,0.9,0.965,1.2,264.7188,418.815349545453,264.7188,418.815349545453
37,7,1,1,1,3.92,1,0,62,233.21310275336955,200,31.0,0.95,0.999,1.1,241.153605,233.21310275336955,241.153605,233.21310275336955
30,11,0,0,93,3.56,3,1,155,701.141472496938,200,77.5,1.0,0.907,1.0,251.6925,701.141472496938,251.6925,701.141472496938
64,22,2,1,26,4.24,1,1,115,388.72966746525947,200,57.5,0.95,0.974,1.2,285.91769999999997,388.72966746525947,285.91769999999997,388.72966746525947
40,23,2,2,6,3.96,3,0,178,528.60807288888,200,89.0,0.9,0.994,1.2,310.24728,528.60807288888,310.24728,528.60807288888
28,18,2,0,100,3.62,0,1,92,382.03843862699455,200,46.0,1.0,0.9,1.2,265.68,382.03843862699455,265.68,382.03843862699455
85,19,0,0,17,3.69,2,0,164,587.331264277609,200,82.0,1.0,0.983,1.0,277.206,587.331264277609,277.206,587.331264277609
92,77,2,0,100,4.26,3,0,47,167.7398193291184,200,23.5,1.0,0.9,1.2,241.38,167.7398193291184,241.38,167.7398193291184
93,56,1,1,56,4.65,1,1,86,304.8360144837103,200,43.0,0.95,0.944,1.1,239.71464,304.8360144837103,239.71464,304.8360144837103
36,25,0,1,26,3.57,0,0,122,354.1540979676975,200,61.0,0.95,0.974,1.0,241.5033,354.1540979676975,241.5033,354.1540979676975
94,50,1,1,88,4.95,3,1,49,250.4603273046531,200,24.5,0.95,0.912,1.1,213.95748,250.4603273046531,213.95748,250.4603273046531
27,8,0,0,48,4.18,0,0,167,495.2197782062817,200,83.5,1.0,0.952,1.0,269.892,495.2197782062817,269.892,495.2197782062817
86,41,0,1,96,4.5,2,1,68,301.5483736351267,200,34.0,0.95,0.904,1.0,200.95919999999998,301.5483736351267,200.95919999999998,301.5483736351267
22,11,0,1,39,4.63,1,0,101,433.03454356764814,200,50.5,0.95,0.961,1.0,228.693975,433.03454356764814,228.693975,433.03454356764814
95,56,0,2,86,3.79,2,1,147,671.4712089285143,200,73.5,0.9,0.914,1.0,224.98110000000003,671.4712089285143,224.98110000000003,671.4712089285143
22,8,0,1,4,4.84,2,0,122,408.129769999122,200,61.0,0.95,0.996,1.0,246.95819999999998,408.129769999122,246.95819999999998,408.129769999122
61,38,0,2,100,4.34,1,1,78,383.3178042225475,200,39.0,0.9,0.9,1.0,193.59,383.3178042225475,193.59,383.3178042225475
33,18,1,0,7,4.01,3,0,105,313.06815696851334,200,52.5,1.0,0.993,1.1,275.80575,313.06815696851334,275.80575,313.06815696851334
39,22,0,0,63,3.87,1,1,170,706.6896358975697,200,85.0,1.0,0.937,1.0,267.045,706.6896358975697,267.045,706.6896358975697
37,5,2,2,75,3.88,1,1,26,142.6153122038585,200,13.0,0.9,0.925,1.2,212.787,142.6153122038585,212.787,142.6153122038585
95,53,1,2,6,4.01,0,1,158,708.8224028092762,200,79.0,0.9,0.994,1.1,274.55274000000003,708.8224028092762,274.55274000000003,708.8224028092762
28,6,1,0,54,4.03,0,1,168,593.065918046481,200,84.0,1.0,0.946,1.1,295.5304,593.065918046481,295.5304,593.065918046481
66,17,2,0,84,4.47,3,0,139,604.3834014812801,200,69.5,1.0,0.916,1.2,296.2344,604.3834014812801,296.2344,604.3834014812801
60,11,1,0,18,4.29,1,0,26,100.2582627032478,200,13.0,1.0,0.982,1.1,230.0826,100.2582627032478,230.0826,100.2582627032478
94,34,1,0,99,4.54,0,1,155,685.7612504810801,200,77.5,1.0,0.901,1.1,275.03025,685.7612504810801,275.03025,685.7612504810801
63,12,2,2,54,4.47,1,1,140,446.41301231617626,200,70.0,0.9,0.946,1.2,275.8536,446.41301231617626,275.8536,446.41301231617626
38,8,1,2,59,4.44,3,1,75,291.107936848218,200,37.5,0.9,0.941,1.1,221.252625,291.107936848218,221.252625,291.107936848218
35,21,1,2,13,4.14,2,1,36,193.64239387562827,200,18.0,0.9,0.987,1.1,213.01434000000003,193.64239387562827,213.01434000000003,193.64239387562827
83,64,1,0,78,4.01,1,0,109,304.52612995371493,200,54.5,1.0,0.922,1.1,258.1139,304.52612995371493,258.1139,304.52612995371493
62,14,0,2,33,4.23,2,1,85,386.834933294766,200,42.5,0.9,0.967,1.0,211.04775,386.834933294766,211.04775,386.834933294766
88,48,2,0,52,4.52,3,0,92,230.83258579661484,200,46.0,1.0,0.948,1.2,279.8496,230.83258579661484,279.8496,230.83258579661484
68,11,0,2,89,3.66,1,0,93,333.9106726820272,200,46.5,0.9,0.911,1.0,202.10535000000002,333.9106726820272,202.10535000000002,333.9106726820272
84,64,2,1,34,4.13,1,1,99,353.8098038704909,200,49.5,0.95,0.966,1.2,274.75937999999996,353.8098038704909,274.75937999999996,353.8098038704909
40,10,2,1,60,3.87,3,1,79,293.19813425701705,200,39.5,0.95,0.94,1.2,256.6482,293.19813425701705,256.6482,293.19813425701705
93,20,2,1,38,4.78,0,1,144,447.083068843808,200,72.0,0.95,0.962,1.2,298.29695999999996,447.083068843808,298.29695999999996,447.083068843808
57,44,2,0,78,3.53,1,0,153,584.888884974888,200,76.5,1.0,0.922,1.2,305.9196,584.888884974888,305.9196,584.888884974888
67,16,1,0,24,4.52,1,1,150,488.1872511532145,200,75.0,1.0,0.976,1.1,295.24,488.1872511532145,295.24,488.1872511532145
68,16,2,2,91,4.49,3,0,77,246.7577555097292,200,38.5,0.9,0.909,1.2,234.14022,246.7577555097292,234.14022,246.7577555097292
38,22,2,0,60,3.6,2,1,104,312.1731588463509,200,52.0,1.0,0.94,1.2,284.256,312.1731588463509,284.256,312.1731588463509
49,28,2,2,61,3.9,1,1,172,576.281119337865,200,86.0,0.9,0.9390000000000001,1.2,290.03832000000006,576.281119337865,290.03832000000006,576.281119337865
98,59,2,1,55,4.6,2,0,100,381.391205400882,200,50.0,0.95,0.945,1.2,269.325,381.391205400882,269.325,381.391205400882
47,9,1,0,38,4.06,2,0,141,543.7702542024564,200,70.5,1.0,0.962,1.1,286.2431,543.7702542024564,286.2431,543.7702542024564
27,11,2,1,97,4.78,1,1,137,472.5224037960476,200,68.5,0.95,0.903,1.2,276.39926999999994,472.5224037960476,276.39926999999994,472.5224037960476
59,29,2,1,68,4.4,3,1,88,286.05897011629656,200,44.0,0.95,0.9319999999999999,1.2,259.24511999999993,286.05897011629656,259.24511999999993,286.05897011629656
56,20,2,1,74,4.05,1,0,25,88.95619552388446,200,12.5,0.95,0.926,1.2,224.3235,88.95619552388446,224.3235,88.95619552388446
50,39,2,0,62,3.95,2,1,135,646.9811778631195,200,67.5,1.0,0.938,1.2,301.09799999999996,646.9811778631195,301.09799999999996,646.9811778631195
93,37,2,0,37,4.75,3,0,76,292.9246564000302,200,38.0,1.0,0.963,1.2,275.03279999999995,292.9246564000302,275.03279999999995,292.9246564000302
46,22,0,1,97,3.51,2,0,100,395.769846813748,200,50.0,0.95,0.903,1.0,214.4625,395.769846813748,214.4625,395.769846813748
56,19,1,2,16,4.46,1,1,86,279.6798100890559,200,43.0,0.9,0.984,1.1,236.72088000000002,279.6798100890559,236.72088000000002,279.6798100890559
37,16,1,0,8,4.5,1,0,46,192.50297743378897,200,23.0,1.0,0.992,1.1,243.33760000000004,192.50297743378897,243.33760000000004,192.50297743378897
85,58,2,1,85,4.1,3,1,92,351.77029329216225,200,46.0,0.95,0.915,1.2,256.6026,351.77029329216225,256.6026,351.77029329216225
27,7,2,1,89,3.6,2,1,120,555.4019371049674,200,60.0,0.95,0.911,1.2,270.0204,555.4019371049674,270.0204,555.4019371049674
44,16,0,2,31,3.96,3,1,122,395.3781570382596,200,61.0,0.9,0.969,1.0,227.6181,395.3781570382596,227.6181,395.3781570382596
75,51,1,1,68,3.65,0,1,66,261.5103067801241,200,33.0,0.95,0.9319999999999999,1.1,226.92802,261.5103067801241,226.92802,261.5103067801241
21,11,2,0,46,3.84,2,0,103,397.5648404411393,200,51.5,1.0,0.954,1.2,287.9172,397.5648404411393,287.9172,397.5648404411393
42,29,1,2,67,4.59,2,1,153,735.2764383329761,200,76.5,0.9,0.933,1.1,255.39475500000003,735.2764383329761,255.39475500000003,735.2764383329761
25,15,1,2,100,4.9,3,1,94,289.4570095389695,200,47.0,0.9,0.9,1.1,220.07700000000006,289.4570095389695,220.07700000000006,289.4570095389695
67,46,1,1,92,4.72,2,0,32,97.6750013649232,200,16.0,0.95,0.908,1.1,204.95376000000002,97.6750013649232,204.95376000000002,97.6750013649232
29,6,1,2,24,4.37,0,0,50,197.46392160702555,200,25.0,0.9,0.976,1.1,217.404,197.46392160702555,217.404,197.46392160702555
100,70,2,0,42,4.9,3,1,167,762.8822843495781,200,83.5,1.0,0.958,1.2,325.9116,762.8822843495781,325.9116,762.8822843495781
37,10,1,0,27,4.26,0,0,143,512.44939271165,200,71.5,1.0,0.973,1.1,290.58645,512.44939271165,290.58645,512.44939271165
31,14,2,0,37,4.3,3,1,103,484.4661863877365,200,51.5,1.0,0.963,1.2,290.6334,484.4661863877365,290.6334,484.4661863877365
49,12,1,2,30,4.37,0,1,84,353.01840875622844,200,42.0,0.9,0.97,1.1,232.39260000000002,353.01840875622844,232.39260000000002,353.01840875622844
42,19,0,1,56,4.84,1,1,144,539.7316715337728,200,72.0,0.95,0.944,1.0,243.92959999999997,539.7316715337728,243.92959999999997,539.7316715337728
61,5,0,1,48,4.15,2,0,29,114.16365482248573,200,14.5,0.95,0.952,1.0,193.99379999999996,114.16365482248573,193.99379999999996,114.16365482248573
24,7,1,0,85,4.36,3,0,169,521.4080460440558,200,84.5,1.0,0.915,1.1,286.34925000000004,521.4080460440558,286.34925000000004,521.4080460440558
20,10,0,1,18,4.28,1,1,123,450.3878805106937,200,61.5,0.95,0.982,1.0,243.95334999999997,450.3878805106937,243.95334999999997,450.3878805106937
22,9,2,2,36,4.51,1,1,10,82.69156896202661,200,5.0,0.9,0.964,1.2,213.4296,82.69156896202661,213.4296,82.69156896202661
30,14,2,2,64,4.45,0,0,147,535.1718879088473,200,73.5,0.9,0.9359999999999999,1.2,276.47568,535.1718879088473,276.47568,535.1718879088473
32,13,2,1,75,4.56,1,1,111,333.4011668412356,200,55.5,0.95,0.925,1.2,269.42474999999996,333.4011668412356,269.42474999999996,333.4011668412356
22,12,2,2,49,4.88,3,1,35,179.8388198801664,200,17.5,0.9,0.951,1.2,223.38989999999998,179.8388198801664,223.38989999999998,179.8388198801664
62,8,2,2,13,4.2,3,1,65,241.9912178461052,200,32.5,0.9,0.987,1.2,247.8357,241.9912178461052,247.8357,241.9912178461052
51,27,2,0,8,4.31,3,0,92,369.3803924019288,200,46.0,1.0,0.992,1.2,292.8384,369.3803924019288,292.8384,369.3803924019288
85,74,1,1,82,3.92,1,1,177,704.3001292247022,200,88.5,0.95,0.918,1.1,276.760935,704.3001292247022,276.760935,704.3001292247022
28,9,2,2,26,3.95,3,1,114,466.9720738288303,200,57.0,0.9,0.974,1.2,270.34344,466.9720738288303,270.34344,466.9720738288303
93,70,1,2,21,3.81,1,0,12,41.12164471941277,200,6.0,0.9,0.979,1.1,199.65726,41.12164471941277,199.65726,41.12164471941277
36,9,1,2,53,4.46,3,1,127,404.02979977887577,200,63.5,0.9,0.947,1.1,247.03915500000002,404.02979977887577,247.03915500000002,404.02979977887577
80,22,0,0,17,4.4,2,0,141,423.75441798529033,200,70.5,1.0,0.983,1.0,265.9015,423.75441798529033,265.9015,423.75441798529033
60,24,0,1,18,4.16,2,1,45,165.72466245477892,200,22.5,0.95,0.982,1.0,207.57025,165.72466245477892,207.57025,165.72466245477892
97,45,2,2,90,3.71,2,1,151,578.8213877560842,200,75.5,0.9,0.91,1.2,270.76140000000004,578.8213877560842,270.76140000000004,578.8213877560842
53,14,1,2,24,3.99,0,1,161,707.4493979183783,200,80.5,0.9,0.976,1.1,271.03032,707.4493979183783,271.03032,707.4493979183783
79,22,0,2,53,3.96,1,1,126,542.8095730212775,200,63.0,0.9,0.947,1.0,224.1549,542.8095730212775,224.1549,542.8095730212775
44,24,2,2,55,4.08,0,1,137,513.9900766589533,200,68.5,0.9,0.945,1.2,274.0311,513.9900766589533,274.0311,513.9900766589533
34,12,1,1,3,4.83,3,1,62,298.3556200090825,200,31.0,0.95,0.997,1.1,240.670815,298.3556200090825,240.670815,298.3556200090825
55,12,2,2,96,4.66,2,1,48,183.2701656673754,200,24.0,0.9,0.904,1.2,218.69567999999998,183.2701656673754,218.69567999999998,183.2701656673754
49,29,1,1,35,4.8,1,1,160,468.3069201504469,200,80.0,0.95,0.965,1.1,282.35900000000004,468.3069201504469,282.35900000000004,468.3069201504469
72,54,0,1,68,3.85,0,0,74,220.4983368386397,200,37.0,0.95,0.9319999999999999,1.0,209.83979999999997,220.4983368386397,209.83979999999997,220.4983368386397
72,27,2,0,76,3.97,2,1,70,265.94661511348426,200,35.0,1.0,0.924,1.2,260.568,265.94661511348426,260.568,265.94661511348426
99,6,1,0,49,4.32,0,0,113,311.4894374116108,200,56.5,1.0,0.951,1.1,268.32465,311.4894374116108,268.32465,311.4894374116108
21,10,0,1,22,4.42,2,0,151,647.8477765247827,200,75.5,0.95,0.978,1.0,255.96704999999997,647.8477765247827,255.96704999999997,647.8477765247827
50,25,2,2,89,4.74,0,0,107,383.9141419544756,200,53.5,0.9,0.911,1.2,249.41358,383.9141419544756,249.41358,383.9141419544756
61,35,0,2,4,4.77,2,1,115,557.916185756397,200,57.5,0.9,0.996,1.0,230.823,557.916185756397,230.823,557.916185756397
24,5,0,2,57,4.96,3,1,70,228.7960083986281,200,35.0,0.9,0.943,1.0,199.44449999999998,228.7960083986281,199.44449999999998,228.7960083986281
31,17,0,2,71,4.46,1,1,55,237.76862211931405,200,27.5,0.9,0.929,1.0,190.21275,237.76862211931405,190.21275,237.76862211931405
35,20,1,1,62,3.55,0,0,117,297.0874038526085,200,58.5,0.95,0.938,1.1,253.384285,297.0874038526085,253.384285,297.0874038526085
74,30,2,1,97,3.9,1,0,179,794.3231511066332,200,89.5,0.95,0.903,1.2,298.01708999999994,794.3231511066332,298.01708999999994,794.3231511066332
94,61,2,1,12,4.95,1,1,133,563.8497971641384,200,66.5,0.95,0.988,1.2,300.16427999999996,563.8497971641384,300.16427999999996,563.8497971641384
44,11,0,2,31,3.92,0,1,110,339.2870734791633,200,55.0,0.9,0.969,1.0,222.3855,339.2870734791633,222.3855,339.2870734791633
84,37,2,0,3,3.83,1,1,69,248.9476553705649,200,34.5,1.0,0.997,1.2,280.5558,248.9476553705649,280.5558,248.9476553705649
27,12,1,1,39,4.51,2,1,55,279.2686999169939,200,27.5,0.95,0.961,1.1,228.46573750000002,279.2686999169939,228.46573750000002,279.2686999169939
59,36,1,1,43,3.74,1,1,25,145.04223833476908,200,12.5,0.95,0.957,1.1,212.5138125,145.04223833476908,212.5138125,145.04223833476908
82,20,2,1,59,3.99,3,1,45,241.8259564507362,200,22.5,0.95,0.941,1.2,238.68464999999998,241.8259564507362,238.68464999999998,241.8259564507362
24,10,2,0,24,4.09,2,1,97,430.60985477056624,200,48.5,1.0,0.976,1.2,291.0432,430.60985477056624,291.0432,430.60985477056624
84,67,1,1,48,4.87,3,0,81,219.99370680056552,200,40.5,0.95,0.952,1.1,239.25902,219.99370680056552,239.25902,219.99370680056552
52,9,1,1,24,4.19,2,0,102,366.7282586383836,200,51.0,0.95,0.976,1.1,255.99992,366.7282586383836,255.99992,366.7282586383836
38,12,0,2,44,4.85,1,0,110,356.8814026432877,200,55.0,0.9,0.956,1.0,219.402,356.8814026432877,219.402,356.8814026432877
26,12,2,1,80,4.27,0,0,134,441.4714772887345,200,67.0,0.95,0.92,1.2,280.02959999999996,441.4714772887345,280.02959999999996,441.4714772887345
61,39,1,1,82,4.49,2,1,46,230.1431447581205,200,23.0,0.95,0.918,1.1,213.92613,230.1431447581205,213.92613,230.1431447581205
87,41,0,0,97,4.27,0,1,37,158.89198003545,200,18.5,1.0,0.903,1.0,197.3055,158.89198003545,197.3055,158.89198003545
98,46,1,0,55,4.71,1,0,173,766.9193242115463,200,86.5,1.0,0.945,1.1,297.81675,766.9193242115463,297.81675,766.9193242115463
24,13,2,2,54,4.09,2,0,161,466.7229822330101,200,80.5,0.9,0.946,1.2,286.58124,466.7229822330101,286.58124,466.7229822330101
44,8,2,0,43,3.82,3,0,86,233.50662384935427,200,43.0,1.0,0.957,1.2,279.0612,233.50662384935427,279.0612,233.50662384935427
71,59,2,1,71,4.47,1,0,31,104.1037337805616,200,15.5,0.95,0.929,1.2,228.22743,104.1037337805616,228.22743,104.1037337805616
91,59,2,2,68,4.77,3,0,15,38.33576819209958,200,7.5,0.9,0.9319999999999999,1.2,208.86119999999997,38.33576819209958,208.86119999999997,38.33576819209958
32,14,2,0,75,4.49,3,0,177,761.0167600703148,200,88.5,1.0,0.925,1.2,320.235,761.0167600703148,320.235,761.0167600703148
79,24,2,2,0,4.26,1,0,82,284.8625062809567,200,41.0,0.9,1.0,1.2,260.28,284.8625062809567,260.28,284.8625062809567
73,27,2,1,55,4.27,2,1,50,216.06019585156733,200,25.0,0.95,0.945,1.2,242.39249999999996,216.06019585156733,242.39249999999996,216.06019585156733
32,16,0,2,80,4.78,2,0,11,39.37370119886104,200,5.5,0.9,0.92,1.0,170.15400000000002,39.37370119886104,170.15400000000002,39.37370119886104
22,10,0,2,5,4.44,2,1,129,471.7821019342959,200,64.5,0.9,0.995,1.0,236.85975000000002,471.7821019342959,236.85975000000002,471.7821019342959
35,19,2,2,45,4.99,0,0,159,508.6730024657942,200,79.5,0.9,0.955,1.2,288.2763,508.6730024657942,288.2763,508.6730024657942
24,10,1,1,79,4.3,3,0,24,95.11851081754354,200,12.0,0.95,0.921,1.1,204.03834,95.11851081754354,204.03834,95.11851081754354
67,31,0,0,64,3.62,3,0,169,735.1444900755255,200,84.5,1.0,0.9359999999999999,1.0,266.292,735.1444900755255,266.292,735.1444900755255
100,73,2,2,95,3.98,3,1,100,456.60307303079816,200,50.0,0.9,0.905,1.2,244.35,456.60307303079816,244.35,456.60307303079816
66,16,2,2,94,4.52,2,0,34,122.24187517858556,200,17.0,0.9,0.906,1.2,212.33016000000003,122.24187517858556,212.33016000000003,122.24187517858556
96,36,2,1,57,4.06,1,1,139,599.8171406236374,200,69.5,0.95,0.943,1.2,289.71788999999995,599.8171406236374,289.71788999999995,599.8171406236374
